movie_title,director_name,color,duration,actor_1_name,language,country,title_year
The Muppets,James Bobin,Color,103,Bill Cobbs,English,USA,2011
Blade,Stephen Norrington,Color,110,Sanaa Lathan,English,USA,1998
Coach Carter,Thomas Carter,Color,136,Channing Tatum,English,USA,2005
Changing Lanes,Roger Michell,Color,91,Sydney Pollack,English,USA,2002
Anaconda,Luis Llosa,Color,89,Frank Welker,English,USA,1997
Coyote Ugly,David McNally,Color,107,Adam Garcia,English,USA,2000
Love Actually,Richard Curtis,Color,129,Colin Firth,English,UK,2003
A Bug's Life,John Lasseter,Color,95,Kevin Spacey,English,USA,1998
From Hell,Albert Hughes,Color,122,Johnny Depp,English,USA,2001
The Specialist,Luis Llosa,Color,110,Sylvester Stallone,English,Peru,1994
Tin Cup,Ron Shelton,Color,135,Don Johnson,English,USA,1996
Kicking & Screaming,Jesse Dylan,Color,95,Josh Hutcherson,English,USA,2005
The Hitchhiker's Guide to the Galaxy,Garth Jennings,Color,109,Zooey Deschanel,English,USA,2005
Fat Albert,Joel Zwick,Color,93,Dania Ramirez,English,USA,2004
Resident Evil: Extinction,Russell Mulcahy,Color,94,Milla Jovovich,English,France,2007
Blended,Frank Coraci,Color,117,Bella Thorne,English,USA,2014
Last Holiday,Wayne Wang,Color,112,LL Cool J,English,USA,2006
The River Wild,Curtis Hanson,Color,111,Meryl Streep,English,USA,1994
The Indian in the Cupboard,Frank Oz,Color,96,Steve Coogan,English,USA,1995
Savages,Oliver Stone, Black and White,141,Demián Bichir,English,USA,2012
Cellular,David R. Ellis,Color,94,Richard Burgi,English,USA,2004
Johnny English,Peter Howitt,Color,87,Kevin McNally,English,UK,2003
The Ant Bully,John A. Davis,Color,88,Nicolas Cage,English,USA,2006
Dune,David Lynch,Color,177,Virginia Madsen,English,USA,1984
Across the Universe,Julie Taymor,Color,133,Jim Sturgess,English,USA,2007
Revolutionary Road,Sam Mendes,Color,119,Leonardo DiCaprio,English,USA,2008
16 Blocks,Richard Donner,Color,102,Bruce Willis,English,Germany,2006
Babylon A.D.,Mathieu Kassovitz,Color,101,Vin Diesel,English,France,2008
The Glimmer Man,John Gray,Color,91,Alexa PenaVega,English,USA,1996
Multiplicity,Harold Ramis,Color,117,John de Lancie,English,USA,1996
Aliens in the Attic,John Schultz,Color,86,Malese Jow,English,USA,2009
The Pledge,Sean Penn,Color,124,Costas Mandylor,English,USA,2001
The Producers,Susan Stroman,Color,134,Jon Lovitz,English,USA,2005
Dredd,Pete Travis,Color,95,Wood Harris,English,UK,2012
The Phantom,Simon Wincer,Color,100,Cary-Hiroyuki Tagawa,English,Australia,1996
All the Pretty Horses,Billy Bob Thornton,Color,220,Matt Damon,English,USA,2000
Nixon,Oliver Stone, Black and White,212,Anthony Hopkins,English,USA,1995
The Ghost Writer,Roman Polanski,Color,128,Jim Belushi,English,France,2010
Deep Rising,Stephen Sommers,Color,106,Djimon Hounsou,English,USA,1998
Miracle at St. Anna,Spike Lee,Color,160,Joseph Gordon-Levitt,English,USA,2008
Curse of the Golden Flower,Yimou Zhang,Color,114,Li Gong,Mandarin,China,2006
Bangkok Dangerous,Danny Pang,Color,99,Nicolas Cage,English,USA,2008
Big Trouble,Barry Sonnenfeld,Color,74,Zooey Deschanel,English,USA,2002
Love in the Time of Cholera,Mike Newell,Color,139,Marcela Mar,English,USA,2007
The Returned,,Color,52,Pierre Perrier,French,France,
Shadow Conspiracy,George P. Cosmatos,Color,103,Sam Waterston,English,USA,1997
Johnny English Reborn,Oliver Parker,Color,101,Daniel Kaluuya,English,USA,2011
Foodfight!,Lawrence Kasanoff,Color,91,Jerry Stiller,English,USA,2012
Argo,Ben Affleck,Color,130,Clea DuVall,English,USA,2012
The Fugitive,Andrew Davis,Color,130,Harrison Ford,English,USA,1993
The Bounty Hunter,Andy Tennant,Color,110,Gerard Butler,English,USA,2010
Sleepers,Barry Levinson, Black and White,147,Robert De Niro,English,USA,1996
Rambo: First Blood Part II,George P. Cosmatos,Color,96,Sylvester Stallone,English,USA,1985
The Juror,Brian Gibson,Color,118,Joseph Gordon-Levitt,English,USA,1996
Pinocchio,Norman Ferguson,Color,88,Mel Blanc,English,USA,1940
Heaven's Gate,Michael Cimino,Color,325,Jeff Bridges,English,USA,1980
Underworld: Evolution,Len Wiseman,Color,102,Sophia Myles,English,USA,2006
Victor Frankenstein,Paul McGuigan,Color,110,Daniel Radcliffe,English,USA,2015
Finding Forrester,Gus Van Sant,Color,136,F. Murray Abraham,English,USA,2000
28 Days,Betty Thomas,Color,103,Steve Buscemi,English,USA,2000
Unleashed,Louis Leterrier,Color,103,Morgan Freeman,English,France,2005
The Sweetest Thing,Roger Kumble,Color,90,Judith Chapman,English,USA,2002
The Firm,Sydney Pollack,Color,154,Tom Cruise,English,USA,1993
Charlie St. Cloud,Burr Steers,Color,99,Augustus Prew,English,USA,2010
The Mechanic,Simon West,Color,93,Jason Statham,English,USA,2011
21 Jump Street,Phil Lord,Color,109,Channing Tatum,English,USA,2012
Notting Hill,Roger Michell,Color,124,Julia Roberts,English,UK,1999
Chicken Run,Peter Lord,Color,84,Imelda Staunton,English,UK,2000
Along Came Polly,John Hamburg,Color,90,Philip Seymour Hoffman,English,USA,2004
Boomerang,Reginald Hudlin,Color,117,John Witherspoon,English,USA,1992
The Heat,Paul Feig,Color,123,Michael Rapaport,English,USA,2013
Cleopatra,Joseph L. Mankiewicz,Color,251,Martin Landau,English,UK,1963
Here Comes the Boom,Frank Coraci,Color,105,Salma Hayek,English,USA,2012
High Crimes,Carl Franklin,Color,115,Morgan Freeman,English,USA,2002
The Mirror Has Two Faces,Barbra Streisand,Color,122,Jeff Bridges,English,USA,1996
The Mothman Prophecies,Mark Pellington,Color,119,Debra Messing,English,USA,2002
Brüno,Larry Charles,Color,81,Bono,English,USA,2009
Licence to Kill,John Glen,Color,133,Robert Davi,English,UK,1989
Red Riding Hood,Catherine Hardwicke,Color,100,Gary Oldman,English,USA,2011
15 Minutes,John Herzfeld,Color,120,Robert De Niro,English,USA,2001
Super Mario Bros.,Annabel Jankel,Color,104,Bob Hoskins,English,UK,1993
Lord of War,Andrew Niccol,Color,122,Nicolas Cage,English,USA,2005
Hero,Yimou Zhang, Black and White,80,Jet Li,Mandarin,China,2002
One for the Money,Julie Anne Robinson,Color,91,Fisher Stevens,English,USA,2012
The Interview,Evan Goldberg,Color,112,James Franco,English,USA,2014
The Warrior's Way,Sngmoo Lee,Color,100,Tony Cox,English,New Zealand,2010
McHale's Navy,, Black and White,30,Tim Conway,English,USA,
Micmacs,Jean-Pierre Jeunet,Color,105,Omar Sy,French,France,2009
8 Mile,Curtis Hanson,Color,110,Mekhi Phifer,English,USA,2002
Animal Kingdom: Let's go Ape,Jamel Debbouze,Color,101,Jamel Debbouze,French,France,2015
A Knight's Tale,Brian Helgeland,Color,144,Heath Ledger,English,USA,2001
The Medallion,Gordon Chan,Color,108,Julian Sands,English,Hong Kong,2003
The Sixth Sense,M. Night Shyamalan,Color,107,Bruce Willis,English,USA,1999
Man on a Ledge,Asger Leth,Color,102,Robert Clohessy,English,USA,2012
The Big Year,David Frankel,Color,100,Joel McHale,English,USA,2011
The Karate Kid,John G. Avildsen,Color,126,Martin Kove,English,USA,1984
American Hustle,David O. Russell,Color,138,Jennifer Lawrence,English,USA,2013
The Proposal,Anne Fletcher,Color,108,Ryan Reynolds,English,USA,2009
Double Jeopardy,Bruce Beresford,Color,105,Bruce Greenwood,English,USA,1999
Back to the Future Part II,Robert Zemeckis,Color,108,Lea Thompson,English,USA,1989
Lucy,Luc Besson,Color,89,Scarlett Johansson,English,France,2014
Fifty Shades of Grey,Sam Taylor-Johnson,Color,129,Jennifer Ehle,English,USA,2015
Spy Kids 3-D: Game Over,Robert Rodriguez,Color,84,Sylvester Stallone,English,USA,2003
A Time to Kill,Joel Schumacher,Color,149,Kevin Spacey,English,USA,1996
Cheaper by the Dozen,Shawn Levy,Color,94,Tom Welling,English,USA,2003
Lone Survivor,Peter Berg,Color,121,Jerry Ferrara,English,USA,2013
A League of Their Own,Penny Marshall, Black and White,128,Tom Hanks,English,USA,1992
The Conjuring 2,James Wan,Color,134,Javier Botet,English,USA,2016
The Social Network,David Fincher,Color,120,Andrew Garfield,English,USA,2010
He's Just Not That Into You,Ken Kwapis,Color,129,Carmen Perez,English,USA,2009
Scary Movie 4,David Zucker,Color,89,Beau Mirchoff,English,USA,2006
Scream 3,Wes Craven,Color,116,Kelly Rutherford,English,USA,2000
Back to the Future Part III,Robert Zemeckis,Color,118,Lea Thompson,English,USA,1990
Get Hard,Etan Cohen,Color,107,Will Ferrell,English,USA,2015
Bram Stoker's Dracula,Francis Ford Coppola,Color,155,Keanu Reeves,English,USA,1992
Julie & Julia,Nora Ephron,Color,123,Meryl Streep,English,USA,2009
42,Brian Helgeland,Color,128,Harrison Ford,English,USA,2013
The Talented Mr. Ripley,Anthony Minghella,Color,139,Philip Seymour Hoffman,English,USA,1999
Dumb and Dumber To,Bobby Farrelly,Color,109,Bill Murray,English,USA,2014
Eight Below,Frank Marshall,Color,120,Paul Walker,English,USA,2006
The Intern,Nancy Meyers,Color,121,Robert De Niro,English,USA,2015
Ride Along 2,Tim Story,Color,102,Olivia Munn,English,USA,2016
The Last of the Mohicans,Michael Mann,Color,117,Wes Studi,English,USA,1992
Ray,Taylor Hackford,Color,178,Bokeem Woodbine,English,USA,2004
Sin City,Frank Miller, Black and White,147,Rosario Dawson,English,USA,2005
Vantage Point,Pete Travis,Color,90,Dennis Quaid,English,USA,2008
Shallow Hal,Bobby Farrelly,Color,114,Jason Alexander,English,USA,2001
JFK,Oliver Stone, Black and White,206,Sally Kirkland,English,France,1991
Big Momma's House 2,John Whitesell,Color,99,Chloë Grace Moretz,English,USA,2006
The Mexican,Gore Verbinski,Color,123,J.K. Simmons,English,USA,2001
Unbroken,Angelina Jolie Pitt,Color,137,Finn Wittrock,English,USA,2014
17 Again,Burr Steers,Color,102,Matthew Perry,English,USA,2009
The Other Woman,Nick Cassavetes,Color,109,Don Johnson,English,USA,2014
The Final Destination,David R. Ellis,Color,82,Krista Allen,English,USA,2009
Bridge of Spies,Steven Spielberg,Color,142,Tom Hanks,English,USA,2015
Behind Enemy Lines,John Moore,Color,106,Joaquim de Almeida,English,USA,2001
Get Him to the Greek,Nicholas Stoller,Color,114,Pink,English,USA,2010
Shall We Dance,Peter Chelsom,Color,106,Lisa Ann Walter,English,USA,2004
Small Soldiers,Joe Dante,Color,108,Kirsten Dunst,English,USA,1998
Spawn,Mark A.Z. Dippé,Color,98,Michael Jai White,English,USA,1997
The Count of Monte Cristo,Kevin Reynolds,Color,131,Henry Cavill,English,UK,2002
The Lincoln Lawyer,Brad Furman,Color,118,Matthew McConaughey,English,USA,2011
Unknown,Jaume Collet-Serra,Color,113,Liam Neeson,English,UK,2011
The Prestige,Christopher Nolan,Color,130,Christian Bale,English,USA,2006
Horrible Bosses 2,Sean Anders,Color,116,Kevin Spacey,English,USA,2014
Escape from Planet Earth,Cal Brunker,Color,89,Brendan Fraser,English,USA,2013
Apocalypto,Mel Gibson,Color,139,Rudy Youngblood,Maya,USA,2006
The Living Daylights,John Glen,Color,130,Joe Don Baker,English,UK,1987
Predators,Nimród Antal,Color,107,Topher Grace,English,USA,2010
Legal Eagles,Ivan Reitman,Color,116,Brian Dennehy,English,USA,1986
Secret Window,David Koepp,Color,96,Johnny Depp,English,USA,2004
The Lake House,Alejandro Agresti,Color,99,Keanu Reeves,English,USA,2006
The Skeleton Key,Iain Softley, Black and White,104,Gena Rowlands,English,USA,2005
The Odd Life of Timothy Green,Peter Hedges,Color,105,Jennifer Garner,English,USA,2012
Made of Honor,Paul Weiland,Color,101,Busy Philipps,English,USA,2008
Jersey Boys,Clint Eastwood,Color,134,Johnny Cannizzaro,English,USA,2014
The Rainmaker,Francis Ford Coppola,Color,135,Matt Damon,English,USA,1997
Gothika,Mathieu Kassovitz,Color,98,Robert Downey Jr.,English,USA,2003
Amistad,Steven Spielberg,Color,155,Anthony Hopkins,English,USA,1997
Medicine Man,John McTiernan,Color,106,Lorraine Bracco,English,USA,1992
Aliens vs. Predator: Requiem,Colin Strause,Color,102,Sam Trammell,English,USA,2007
Ri¢hie Ri¢h,Donald Petrie,Color,95,Macaulay Culkin,English,USA,1994
Autumn in New York,Joan Chen,Color,103,J.K. Simmons,English,USA,2000
Music and Lyrics,Marc Lawrence,Color,95,Brad Garrett,English,USA,2007
Paul,Greg Mottola,Color,109,Bobby Lee,English,USA,2011
The Guilt Trip,Anne Fletcher,Color,95,Miriam Margolyes,English,USA,2012
Scream 4,Wes Craven,Color,111,Alison Brie,English,USA,2011
8MM,Joel Schumacher,Color,123,Nicolas Cage,English,Germany,1999
The Doors,Oliver Stone,Color,140,Michael Wincott,English,USA,1991
Sex Tape,Jake Kasdan,Color,94,James Wilcox,English,USA,2014
Hanging Up,Diane Keaton,Color,94,Adam Arkin,English,Germany,2000
Final Destination 5,Steven Quale,Color,92,Emma Bell,English,USA,2011
Mickey Blue Eyes,Kelly Makin,Color,102,Jeanne Tripplehorn,English,UK,1999
Pay It Forward,Mimi Leder,Color,123,Kevin Spacey,English,USA,2000
Fever Pitch,Bobby Farrelly,Color,104,Jimmy Fallon,English,USA,2005
Arthur,,Color,30,Bruce Dinsmore,English,Canada,
Drillbit Taylor,Steven Brill,Color,102,Lisa Ann Walter,English,USA,2008
A Million Ways to Die in the West,Seth MacFarlane,Color,136,Liam Neeson,English,USA,2014
The Shadow,Russell Mulcahy,Color,93,Jonathan Winters,English,USA,1994
Extremely Loud & Incredibly Close,Stephen Daldry,Color,129,Tom Hanks,English,USA,2011
Morning Glory,Roger Michell,Color,107,Noah Bean,English,USA,2010
Get Rich or Die Tryin',Jim Sheridan,Color,117,50 Cent,English,USA,2005
The Art of War,Christian Duguay,Color,116,Michael Biehn,English,USA,2000
Rent,Chris Columbus,Color,135,Rosario Dawson,English,USA,2005
Bless the Child,Chuck Russell,Color,107,Rufus Sewell,English,USA,2000
The Out-of-Towners,Sam Weisman,Color,90,Oliver Hudson,English,USA,1999
The Island of Dr. Moreau,John Frankenheimer,Color,99,Marlon Brando,English,USA,1996
The Musketeer,Peter Hyams,Color,104,Catherine Deneuve,English,Germany,2001
The Other Boleyn Girl,Justin Chadwick,Color,115,Natalie Portman,English,UK,2008
Sweet November,Pat O'Connor,Color,119,Keanu Reeves,English,USA,2001
The Reaping,Stephen Hopkins,Color,99,Stephen Rea,English,USA,2007
Mean Streets,Martin Scorsese,Color,112,Robert De Niro,English,USA,1973
Renaissance Man,Penny Marshall,Color,128,Ed Begley Jr.,English,USA,1994
Colombiana,Olivier Megaton,Color,112,Jordi Mollà,English,France,2011
The Magic Sword: Quest for Camelot,Frederik Du Chau,Color,86,Gary Oldman,English,USA,1998
City by the Sea,Michael Caton-Jones,Color,108,Robert De Niro,English,USA,2002
At First Sight,Irwin Winkler, Black and White,128,Mira Sorvino,English,USA,1999
Torque,Joseph Kahn,Color,84,Dane Cook,English,USA,2004
City Hall,Harold Becker,Color,111,Al Pacino,English,USA,1996
Showgirls,Paul Verhoeven,Color,131,Bobbie Phillips,English,France,1995
Marie Antoinette,Sofia Coppola,Color,123,Kirsten Dunst,English,USA,2006
Kiss of Death,Barbet Schroeder,Color,101,Nicolas Cage,English,USA,1995
Get Carter,Stephen Kay,Color,102,Sylvester Stallone,English,USA,2000
The Impossible,J.A. Bayona,Color,114,Naomi Watts,English,Spain,2012
Ishtar,Elaine May,Color,107,Carol Kane,English,USA,1987
Fantastic Mr. Fox,Wes Anderson,Color,87,Bill Murray,English,USA,2009
Life or Something Like It,Stephen Herek,Color,103,Angelina Jolie Pitt,English,USA,2002
Memoirs of an Invisible Man,John Carpenter,Color,99,Richard Epcar,English,USA,1992
Amélie,Jean-Pierre Jeunet, Black and White,122,Mathieu Kassovitz,French,France,2001
New York Minute,Dennie Gordon,Color,91,Mary-Kate Olsen,English,USA,2004
Alfie,Charles Shyer,Color,103,Omar Epps,English,UK,2004
Big Miracle,Ken Kwapis,Color,107,Ted Danson,English,USA,2012
The Deep End of the Ocean,Ulu Grosbard,Color,106,Alexa PenaVega,English,USA,1999
Feardotcom,William Malone,Color,101,Natascha McElhone,English,UK,2002
Cirque du Freak: The Vampire's Assistant,Paul Weitz,Color,109,Josh Hutcherson,English,USA,2009
Victor Frankenstein,Paul McGuigan,Color,110,Daniel Radcliffe,English,USA,2015
Duplex,Danny DeVito,Color,89,Justin Theroux,English,USA,2003
Soul Men,Malcolm D. Lee,Color,100,Bernie Mac,English,USA,2008
Raise the Titanic,Jerry Jameson,Color,119,M. Emmet Walsh,English,UK,1980
Universal Soldier: The Return,Mic Rodgers,Color,83,Michael Jai White,English,USA,1999
Pandorum,Christian Alvart,Color,108,Norman Reedus,English,Germany,2009
Impostor,Gary Fleder,Color,102,Gary Dourdan,English,USA,2001
Extreme Ops,Christian Duguay,Color,93,Rufus Sewell,English,UK,2002
Just Visiting,Jean-Marie Poiré,Color,84,Bridgette Wilson-Sampras,English,France,2001
Sunshine,Danny Boyle,Color,107,Chris Evans,English,UK,2007
A Thousand Words,Brian Robbins,Color,91,John Gatins,English,USA,2012
Delgo,Marc F. Adler,Color,94,Eric Idle,English,USA,2008
The Gunman,Pierre Morel,Color,115,Ray Winstone,English,USA,2015
Alex Rider: Operation Stormbreaker,Geoffrey Sax,Color,93,Alex Pettyfer,English,Germany,2006
Disturbia,D.J. Caruso,Color,105,Sarah Roemer,English,USA,2007
Hackers,Iain Softley,Color,107,Angelina Jolie Pitt,English,USA,1995
The Hunting Party,Richard Shepard,Color,101,James Brolin,English,USA,2007
The Hudsucker Proxy,Joel Coen, Black and White,111,Jennifer Jason Leigh,English,UK,1994
The Warlords,Peter Ho-Sun Chan,Color,113,Jet Li,Mandarin,Hong Kong,2007
Nomad: The Warrior,Sergey Bodrov,Color,112,Jay Hernandez,Kazakh,France,2005
Snowpiercer,Joon-ho Bong,Color,126,Chris Evans,English,South Korea,2013
A Monster in Paris,Bibo Bergeron,Color,90,Adam Goldberg,French,France,2011
The Last Shot,Jeff Nathanson,Color,93,Matthew Broderick,English,USA,2004
The Crow,Alex Proyas,Color,98,Michael Wincott,English,USA,1994
Baahubali: The Beginning,S.S. Rajamouli,Color,159,Tamannaah Bhatia,Telugu,India,2015
The Time Traveler's Wife,Robert Schwentke,Color,107,Arliss Howard,English,USA,2009
Because I Said So,Michael Lehmann,Color,102,Colin Ferguson,English,USA,2007
The Fast and the Furious,Rob Cohen,Color,106,Paul Walker,English,USA,2001
Frankenweenie,Tim Burton, Black and White,87,Martin Landau,English,USA,2012
Serenity,Joss Whedon,Color,119,Adam Baldwin,English,USA,2005
Against the Ropes,Charles S. Dutton,Color,110,Omar Epps,English,USA,2004
Superman III,Richard Lester,Color,125,Margot Kidder,English,UK,1983
Grudge Match,Peter Segal,Color,113,Robert De Niro,English,USA,2013
Red Cliff,John Woo,Color,150,Takeshi Kaneshiro,Mandarin,China,2008
Sweet Home Alabama,Andy Tennant,Color,108,Ethan Embry,English,USA,2002
The Ugly Truth,Robert Luketic,Color,96,Gerard Butler,English,USA,2009
Sgt. Bilko,Jonathan Lynn,Color,93,Austin Pendleton,English,USA,1996
Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,Color,100,Steve Buscemi,English,USA,2002
Star Trek: Generations,David Carson,Color,118,LeVar Burton,English,USA,1994
The Grandmaster,Kar-Wai Wong,Color,122,Tony Chiu Wai Leung,Mandarin,Hong Kong,2013
Water for Elephants,Francis Lawrence,Color,120,Robert Pattinson,English,USA,2011
3rd Rock from the Sun,,Color,60,Joseph Gordon-Levitt,English,USA,
Dragon Nest: Warriors' Dawn,Yuefeng Song,Color,88,Blythe Auffarth,English,China,2014
The Hurricane,Norman Jewison, Black and White,146,Denzel Washington,English,USA,1999
Enough,Michael Apted,Color,115,Bill Cobbs,English,USA,2002
Heartbreakers,David Mirkin,Color,123,Sarah Silverman,English,USA,2001
Paul Blart: Mall Cop 2,Andy Fickman,Color,94,D.B. Woodside,English,USA,2015
Angel Eyes,Luis Mandoki,Color,102,Sonia Braga,English,USA,2001
Joe Somebody,John Pasquin,Color,98,Jim Belushi,English,USA,2001
The Ninth Gate,Roman Polanski,Color,133,Johnny Depp,English,Spain,1999
Extreme Measures,Michael Apted,Color,118,J.K. Simmons,English,USA,1996
Rock Star,Stephen Herek,Color,105,Beth Grant,English,USA,2001
Precious,Lee Daniels,Color,109,Mo'Nique,English,USA,2009
White Squall,Ridley Scott,Color,129,Jeff Bridges,English,USA,1996
The Thing,John Carpenter,Color,109,Wilford Brimley,English,USA,1982
Riddick,David Twohy,Color,127,Vin Diesel,English,USA,2013
Switchback,Jeb Stuart,Color,118,Gregory Scott Cummins,English,USA,1997
Texas Rangers,Steve Miner,Color,110,Tom Skerritt,English,USA,2001
City of Ember,Gil Kenan,Color,90,Bill Murray,English,USA,2008
The Master,Paul Thomas Anderson,Color,144,Mike Howard,English,USA,2012
Virgin Territory,David Leland,Color,97,Hayden Christensen,English,Italy,2007
The Express,Gary Fleder, Black and White,130,Dennis Quaid,English,USA,2008
The 5th Wave,J Blakeson,Color,112,Chloë Grace Moretz,English,USA,2016
Creed,Ryan Coogler,Color,133,Sylvester Stallone,English,USA,2015
The Town,Ben Affleck,Color,150,Jeremy Renner,English,USA,2010
What to Expect When You're Expecting,Kirk Jones,Color,110,Anna Kendrick,English,USA,2012
Burn After Reading,Ethan Coen,Color,96,J.K. Simmons,English,USA,2008
Nim's Island,Jennifer Flackett,Color,96,Gerard Butler,English,USA,2008
Rush,Ron Howard,Color,123,Chris Hemsworth,English,UK,2013
Magnolia,Paul Thomas Anderson,Color,188,Patton Oswalt,English,USA,1999
Cop Out,Kevin Smith,Color,107,Bruce Willis,English,USA,2010
How to Be Single,Christian Ditter,Color,110,Alison Brie,English,USA,2016
Dolphin Tale,Charles Martin Smith,Color,113,Morgan Freeman,English,USA,2011
Twilight,Catherine Hardwicke,Color,122,Kristen Stewart,English,USA,2008
John Q,Nick Cassavetes,Color,116,Denzel Washington,English,USA,2002
Blue Streak,Les Mayfield,Color,93,Peter Greene,English,USA,1999
We're the Millers,Rawson Marshall Thurber,Color,118,Laura-Leigh,English,USA,2013
Obitaemyy ostrov,Fedor Bondarchuk,Color,115,Yuliya Snigir,Russian,Russia,2009
Breakdown,Jonathan Mostow,Color,93,Kathleen Quinlan,English,USA,1997
Never Say Never Again,Irvin Kershner,Color,121,Bernie Casey,English,UK,1983
Hot Tub Time Machine,Steve Pink,Color,101,Charlie McDermott,English,USA,2010
Dolphin Tale 2,Charles Martin Smith,Color,107,Morgan Freeman,English,USA,2014
Reindeer Games,John Frankenheimer,Color,124,Charlize Theron,English,USA,2000
A Man Apart,F. Gary Gray,Color,109,Vin Diesel,English,USA,2003
Aloha,Cameron Crowe,Color,105,Emma Stone,English,USA,2015
Ghosts of Mississippi,Rob Reiner,Color,130,Alexa PenaVega,English,USA,1996
Snow Falling on Cedars,Scott Hicks,Color,127,Rick Yune,English,USA,1999
The Rite,Mikael Håfström,Color,114,Anthony Hopkins,English,USA,2011
Gattaca,Andrew Niccol,Color,106,Blair Underwood,English,USA,1997
Isn't She Great,Andrew Bergman,Color,95,Stockard Channing,English,USA,2000
Space Chimps,Kirk De Micco,Color,81,Cheryl Hines,English,USA,2008
Head of State,Chris Rock,Color,95,Bernie Mac,English,USA,2003
The Hangover,Todd Phillips,Color,108,Bradley Cooper,English,USA,2009
Ip Man 3,Wilson Yip,Color,105,Mike Tyson,Cantonese,Hong Kong,2015
Austin Powers: The Spy Who Shagged Me,Jay Roach,Color,95,Muse Watson,English,USA,1999
Batman,Tim Burton,Color,126,Michael Gough,English,USA,1989
There Be Dragons,Roland Joffé,Color,102,Jordi Mollà,English,Spain,2011
Lethal Weapon 3,Richard Donner,Color,121,Rene Russo,English,USA,1992
The Blind Side,John Lee Hancock,Color,129,Catherine Dyer,English,USA,2009
Rush Hour,,Color,43,Jon Foo,English,USA,
Spy Kids,Robert Rodriguez,Color,88,Alexa PenaVega,English,USA,2001
Horrible Bosses,Seth Gordon,Color,106,Kevin Spacey,English,USA,2011
True Grit,Ethan Coen,Color,110,Matt Damon,English,USA,2010
The Devil Wears Prada,David Frankel,Color,109,Meryl 
